-1.728822886943817139e-01,-2.554013431072235107e-01,5.917547225952148438e+01,1.190202255249023438e+02,1.262427425384521484e+01,-2.065867781639099121e-01,8.938616180419921875e+01,1.337736663818359375e+02,-1.717882044613361359e-02,1.082669258117675781e+01,0.000000000000000000e+00
-1.723903119564056396e-01,-2.553693950176239014e-01,5.993518066406250000e+01,1.190744171142578125e+02,1.238054084777832031e+01,-2.040063291788101196e-01,8.990605926513671875e+01,1.338004608154296875e+02,-1.547012198716402054e-02,1.016019248962402344e+01,0.000000000000000000e+00
-1.702392101287841797e-01,-2.538733184337615967e-01,5.974750900268554688e+01,1.184956665039062500e+02,1.207295227050781250e+01,-2.025724053382873535e-01,8.992914581298828125e+01,1.331680145263671875e+02,-1.574584282934665680e-02,9.624644279479980469e+00,0.000000000000000000e+00
-1.710153967142105103e-01,-2.547387182712554932e-01,5.950191116333007812e+01,1.185038146972656250e+02,1.229388809204101562e+01,-2.034794986248016357e-01,8.960718536376953125e+01,1.334084320068359375e+02,-1.704387553036212921e-02,1.023200130462646484e+01,0.000000000000000000e+00
-1.732256263494491577e-01,-2.568033337593078613e-01,5.976580429077148438e+01,1.198210372924804688e+02,1.271138477325439453e+01,-2.070217281579971313e-01,9.035395050048828125e+01,1.344425964355468750e+02,-1.684067584574222565e-02,1.071688842773437500e+01,0.000000000000000000e+00
-1.753328293561935425e-01,-2.614663541316986084e-01,6.000029754638671875e+01,1.212953796386718750e+02,1.272220134735107422e+01,-2.084732949733734131e-01,9.067459869384765625e+01,1.358064422607421875e+02,-2.113011479377746582e-02,1.057079505920410156e+01,0.000000000000000000e+00
-1.753930300474166870e-01,-2.606495618820190430e-01,6.011422729492187500e+01,1.211225891113281250e+02,1.302680778503417969e+01,-2.093265056610107422e-01,9.094287109375000000e+01,1.357074737548828125e+02,-1.845772564411163330e-02,1.116807746887207031e+01,0.000000000000000000e+00
-1.727228760719299316e-01,-2.570266425609588623e-01,5.949550247192382812e+01,1.195294876098632812e+02,1.254564952850341797e+01,-2.066912949085235596e-01,9.016266632080078125e+01,1.343009338378906250e+02,-1.695285551249980927e-02,1.084078788757324219e+01,0.000000000000000000e+00
-1.716841310262680054e-01,-2.553257644176483154e-01,5.930844497680664062e+01,1.186872711181640625e+02,1.260485267639160156e+01,-2.058519273996353149e-01,8.998084259033203125e+01,1.336067047119140625e+02,-1.730156317353248596e-02,1.071334457397460938e+01,0.000000000000000000e+00
-1.774891763925552368e-01,-2.622338235378265381e-01,5.791701126098632812e+01,1.202278594970703125e+02,1.436835670471191406e+01,-2.122168689966201782e-01,8.851859283447265625e+01,1.330951385498046875e+02,-1.621768251061439514e-02,1.430020427703857422e+01,0.000000000000000000e+00
-1.731602698564529419e-01,-2.592121362686157227e-01,6.066559982299804688e+01,1.208956680297851562e+02,1.226006793975830078e+01,-2.072752863168716431e-01,9.168917083740234375e+01,1.361111755371093750e+02,-1.948567666113376617e-02,9.841609001159667969e+00,0.000000000000000000e+00
-1.724929213523864746e-01,-2.578579783439636230e-01,6.013580703735351562e+01,1.200745849609375000e+02,1.216050434112548828e+01,-2.065010219812393188e-01,9.102832794189453125e+01,1.352342987060546875e+02,-1.820034347474575043e-02,1.009033489227294922e+01,0.000000000000000000e+00
-1.825993657112121582e-01,-2.659825384616851807e-01,5.759663391113281250e+01,1.220706024169921875e+02,1.532154369354248047e+01,-2.172525525093078613e-01,8.834556579589843750e+01,1.337962188720703125e+02,-1.448271609842777252e-02,1.591405105590820312e+01,1.000000000000000000e+00
-1.821447759866714478e-01,-2.652395665645599365e-01,5.692883682250976562e+01,1.213139572143554688e+02,1.576500701904296875e+01,-2.167711257934570312e-01,8.742775726318359375e+01,1.323749542236328125e+02,-1.351737789809703827e-02,1.667264366149902344e+01,1.000000000000000000e+00
-1.880768686532974243e-01,-2.715037465095520020e-01,5.818709945678710938e+01,1.242518310546875000e+02,1.619233322143554688e+01,-2.221689969301223755e-01,8.972187805175781250e+01,1.360523834228515625e+02,-1.717577688395977020e-02,1.691762542724609375e+01,1.000000000000000000e+00
-1.851307004690170288e-01,-2.703718841075897217e-01,5.853302001953125000e+01,1.237573852539062500e+02,1.538986968994140625e+01,-2.206834107637405396e-01,9.010865783691406250e+01,1.362998809814453125e+02,-1.890158094465732574e-02,1.568921661376953125e+01,1.000000000000000000e+00
-1.808083504438400269e-01,-2.650103569030761719e-01,5.790672683715820312e+01,1.217331466674804688e+02,1.503470516204833984e+01,-2.147958576679229736e-01,8.866800689697265625e+01,1.338383941650390625e+02,-1.807126775383949280e-02,1.489013385772705078e+01,1.000000000000000000e+00
-1.858822852373123169e-01,-2.714217007160186768e-01,5.890254211425781250e+01,1.244737091064453125e+02,1.547428703308105469e+01,-2.215573191642761230e-01,9.042311096191406250e+01,1.371625213623046875e+02,-1.929770223796367645e-02,1.573648452758789062e+01,1.000000000000000000e+00
-1.864413022994995117e-01,-2.731177508831024170e-01,5.896709823608398438e+01,1.249447097778320312e+02,1.551685810089111328e+01,-2.221597433090209961e-01,9.066725158691406250e+01,1.375883178710937500e+02,-2.199523150920867920e-02,1.566441154479980469e+01,1.000000000000000000e+00
-1.721729934215545654e-01,-2.546944916248321533e-01,5.952630233764648438e+01,1.190192718505859375e+02,1.251007652282714844e+01,-2.041869163513183594e-01,8.952971649169921875e+01,1.335018157958984375e+02,-1.611475273966789246e-02,1.030030918121337891e+01,0.000000000000000000e+00
-1.718786954879760742e-01,-2.560999691486358643e-01,5.794922256469726562e+01,1.185835647583007812e+02,1.350745582580566406e+01,-2.081793397665023804e-01,8.878333282470703125e+01,1.323600006103515625e+02,-2.024163864552974701e-02,1.202859210968017578e+01,0.000000000000000000e+00
-1.859861314296722412e-01,-2.703413963317871094e-01,5.807412338256835938e+01,1.234646759033203125e+02,1.611454963684082031e+01,-2.194867730140686035e-01,8.888850402832031250e+01,1.352205352783203125e+02,-1.733039692044258118e-02,1.650339698791503906e+01,1.000000000000000000e+00
-1.841144710779190063e-01,-2.670316696166992188e-01,5.800725555419921875e+01,1.225407867431640625e+02,1.565507698059082031e+01,-2.185829281806945801e-01,8.906394195556640625e+01,1.346137847900390625e+02,-1.638094335794448853e-02,1.579313755035400391e+01,1.000000000000000000e+00
-1.808065325021743774e-01,-2.601504325866699219e-01,5.661631393432617188e+01,1.197365722656250000e+02,1.573261451721191406e+01,-2.138759344816207886e-01,8.657158660888671875e+01,1.310717620849609375e+02,-1.276865322142839432e-02,1.603512001037597656e+01,1.000000000000000000e+00
-1.837394237518310547e-01,-2.696181535720825195e-01,5.849421310424804688e+01,1.235148086547851562e+02,1.532615280151367188e+01,-2.195293158292770386e-01,8.967398834228515625e+01,1.358800506591796875e+02,-1.999093405902385712e-02,1.565302467346191406e+01,1.000000000000000000e+00
-1.842568665742874146e-01,-2.698086500167846680e-01,5.823156738281250000e+01,1.232531280517578125e+02,1.569712924957275391e+01,-2.195918560028076172e-01,8.917624664306640625e+01,1.350962677001953125e+02,-1.753395795822143555e-02,1.618154525756835938e+01,1.000000000000000000e+00
